,sample,study,project,condition,rep_id,contact,creator,run_date,Strain Description,Strain,Base Media,Carbon Source (g/L),Nitrogen Source (g/L),Electron Acceptor,Trace Element Mixture,Supplement,Temperature (C),pH,Antibiotic for selection,Culture Type,Growth Rate (1/hr),Evolved Sample,Isolate Type,Sequencing Machine,Additional Details,Biological Replicates,R1,R2,BAM,alignment,DOI,GEO,Published,SRX,Run,Notes,LibraryLayout,Platform,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
ecoli_00444,hot_tale__hot_ale16_37c__2,HOT ALE,hot_tale,hot_ale16_37c,2,Ke Chen,Ke Chen,9/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.962877,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/PAL011_S41_L004_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/PAL011_S41_L004_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_37c,TRUE,TRUE
ecoli_00445,hot_tale__hot_ale16_44c__1,HOT ALE,hot_tale,hot_ale16_44c,1,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.907452,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R1_44C_S4_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R1_44C_S4_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_44c,TRUE,TRUE
ecoli_00446,hot_tale__hot_ale16_44c__2,HOT ALE,hot_tale,hot_ale16_44c,2,Ke Chen,Ke Chen,11/27/2018,Escherichia coli HOT_mutL.16.258.1,MG1655,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,44,7,,Batch,0.887378,Endpoint,Clonal,HiSeq,,2,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R2_44C_S5_L003_R1_001.fastq.gz,s3://precise-db/raw_data/hot_ale/ALE_HRS_A16_F258_R2_44C_S5_L003_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,hot_tale:hot_ale16_44c,TRUE,TRUE
ecoli_00447,pdhr_ale__pdhR-13_51__1,pdhR-ALE,pdhr_ale,pdhR-13_51,1,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1A_pdhRKO-ALE_13dot51dot1dot1_Replicate-1_S1_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1A_pdhRKO-ALE_13dot51dot1dot1_Replicate-1_S1_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-13_51,TRUE,TRUE
ecoli_00448,pdhr_ale__pdhR-13_51__2,pdhR-ALE,pdhr_ale,pdhR-13_51,2,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-13.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1B_pdhRKO-ALE_13dot51dot1dot1_Replicate-2_S2_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD1B_pdhRKO-ALE_13dot51dot1dot1_Replicate-2_S2_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-13_51,TRUE,TRUE
ecoli_00449,pdhr_ale__pdhR-14_46__1,pdhR-ALE,pdhr_ale,pdhR-14_46,1,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2A_pdhRKO-ALE_14dot46dot1dot1_Replicate-1_S3_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2A_pdhRKO-ALE_14dot46dot1dot1_Replicate-1_S3_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-14_46,TRUE,TRUE
ecoli_00450,pdhr_ale__pdhR-14_46__2,pdhR-ALE,pdhr_ale,pdhR-14_46,2,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-14.46.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.9,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2B_pdhRKO-ALE_14dot46dot1dot1_Replicate-2_S4_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD2B_pdhRKO-ALE_14dot46dot1dot1_Replicate-2_S4_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-14_46,TRUE,TRUE
ecoli_00451,pdhr_ale__pdhR-15_51__1,pdhR-ALE,pdhr_ale,pdhR-15_51,1,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-15.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.95,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD3A_pdhRKO-ALE_15dot51dot1dot1_Replicate-1_S5_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD3A_pdhRKO-ALE_15dot51dot1dot1_Replicate-1_S5_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-15_51,TRUE,TRUE
ecoli_00452,pdhr_ale__pdhR-15_51__2,pdhR-ALE,pdhr_ale,pdhR-15_51,2,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-15.51.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.95,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD3B_pdhRKO-ALE_15dot51dot1dot1_Replicate-2_S6_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD3B_pdhRKO-ALE_15dot51dot1dot1_Replicate-2_S6_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-15_51,TRUE,TRUE
ecoli_00453,pdhr_ale__pdhR-16_49__1,pdhR-ALE,pdhr_ale,pdhR-16_49,1,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-16.49.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.95,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD4A_pdhRKO-ALE_16dot49dot1dot1_Replicate-1_S7_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD4A_pdhRKO-ALE_16dot49dot1dot1_Replicate-1_S7_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-16_49,TRUE,TRUE
ecoli_00454,pdhr_ale__pdhR-16_49__2,pdhR-ALE,pdhr_ale,pdhR-16_49,2,Amitesh Anand,Amitesh Anand,11/6/2019,Escherichia coli EEP_pdhR-16.49.1.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,0.95,Endpoint,Clonal,HiSeq 4000,,2,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD4B_pdhRKO-ALE_16dot49dot1dot1_Replicate-2_S8_R1_001.fastq.gz,s3://precise-db/raw_data/pdhR-ALE/EEP_HRS_PD4B_pdhRKO-ALE_16dot49dot1dot1_Replicate-2_S8_R2_001.fastq.gz,,,,,0,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,pdhr_ale:pdhR-16_49,TRUE,TRUE
ecoli_00716,cck__glu_ale4__1,CCK,cck,glu_ale4,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli GLU.4.403.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/evo04_S5_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04_S5_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04_S5_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04_S5_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:glu_ale4,TRUE,TRUE
ecoli_00717,cck__glu_ale4__2,CCK,cck,glu_ale4,2,Douglas McCloskey,Douglas McCloskey,8/18/2014,Escherichia coli GLU.4.403.1,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140818_11_OxicEvo04EcoliGlcM9_Broth-5_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:glu_ale4,TRUE,TRUE
ecoli_00718,cck__cck_ale1__1,CCK,cck,cck_ale1,1,Douglas McCloskey,Douglas McCloskey,8/15/2014,Escherichia coli CCK.1.184.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140815_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:cck_ale1,TRUE,TRUE
ecoli_00719,cck__cck_ale1__2,CCK,cck,cck_ale1,2,Douglas McCloskey,Douglas McCloskey,8/15/2014,Escherichia coli CCK.1.184.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140815_11_OxicEvo04Evo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:cck_ale1,TRUE,TRUE
ecoli_00720,cck__cck_ale2__1,CCK,cck,cck_ale2,1,Douglas McCloskey,Douglas McCloskey,8/15/2014,Escherichia coli CCK.2.184.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140815_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:cck_ale2,TRUE,TRUE
ecoli_00721,cck__cck_ale2__2,CCK,cck,cck_ale2,2,Douglas McCloskey,Douglas McCloskey,8/15/2014,Escherichia coli CCK.2.184.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140815_11_OxicEvo04Evo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck:cck_ale2,TRUE,TRUE
ecoli_00722,cck_pgi__gmos_delpgi__1,CCK_pgi,cck_pgi,gmos_delpgi,1,Douglas McCloskey,Douglas McCloskey,7/17/2014,Escherichia coli GLU.4.403.1 del_pgi,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140716_0_OxicEvo04pgiEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:gmos_delpgi,TRUE,TRUE
ecoli_00723,cck_pgi__gmos_delpgi__2,CCK_pgi,cck_pgi,gmos_delpgi,2,Douglas McCloskey,Douglas McCloskey,,Escherichia coli GLU.4.403.1 del_pgi,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/evo04pgi_S6_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi_S6_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi_S6_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi_S6_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:gmos_delpgi,TRUE,TRUE
ecoli_00724,cck_pgi__pgi_ale1__1,CCK_pgi,cck_pgi,pgi_ale1,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.1.113.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-1_S1_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-1_S1_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-1_S1_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-1_S1_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale1,TRUE,TRUE
ecoli_00725,cck_pgi__pgi_ale1__2,CCK_pgi,cck_pgi,pgi_ale1,2,Douglas McCloskey,Douglas McCloskey,7/28/2014,Escherichia coli CCK_PGI.1.113.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140728_11_OxicEvo04pgiEvo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale1,TRUE,TRUE
ecoli_00727,cck_pgi__pgi_ale2__2,CCK_pgi,cck_pgi,pgi_ale2,2,Douglas McCloskey,Douglas McCloskey,7/28/2014,Escherichia coli CCK_PGI.2.107.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140728_11_OxicEvo04pgiEvo02EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale2,TRUE,FALSE
ecoli_00728,cck_pgi__pgi_ale3__1,CCK_pgi,cck_pgi,pgi_ale3,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.3.108.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-3_S1_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-3_S7_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-3_S1_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-3_S7_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale3,TRUE,TRUE
ecoli_00729,cck_pgi__pgi_ale3__2,CCK_pgi,cck_pgi,pgi_ale3,2,Douglas McCloskey,Douglas McCloskey,7/30/2014,Escherichia coli CCK_PGI.3.108.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140730_11_OxicEvo04pgiEvo03EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale3,TRUE,TRUE
ecoli_00730,cck_pgi__pgi_ale4__1,CCK_pgi,cck_pgi,pgi_ale4,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.4.111.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,3,s3://precise-db/raw_data/cck/evo04pgi-end-point-4_S2_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-4_S8_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-4_S2_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-4_S8_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale4,TRUE,TRUE
ecoli_00731,cck_pgi__pgi_ale4__2,CCK_pgi,cck_pgi,pgi_ale4,2,Douglas McCloskey,Douglas McCloskey,7/30/2014,Escherichia coli CCK_PGI.4.111.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,3,s3://precise-db/raw_data/cck/140730_11_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale4,TRUE,TRUE
ecoli_00732,cck_pgi__pgi_ale4__3,CCK_pgi,cck_pgi,pgi_ale4,3,Douglas McCloskey,Douglas McCloskey,7/30/2014,Escherichia coli CCK_PGI.4.111.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,3,s3://precise-db/raw_data/cck/140730_11_OxicEvo04pgiEvo04EPEcoliGlcM9_Broth-3_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale4,TRUE,TRUE
ecoli_00733,cck_pgi__pgi_ale5__1,CCK_pgi,cck_pgi,pgi_ale5,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.5.109.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-5_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-5_S9_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-5_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-5_S9_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale5,TRUE,TRUE
ecoli_00734,cck_pgi__pgi_ale5__2,CCK_pgi,cck_pgi,pgi_ale5,2,Douglas McCloskey,Douglas McCloskey,7/31/2014,Escherichia coli CCK_PGI.5.109.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140731_11_OxicEvo04pgiEvo05EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale5,TRUE,TRUE
ecoli_00735,cck_pgi__pgi_ale6__1,CCK_pgi,cck_pgi,pgi_ale6,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.6.110.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-6_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R1_001.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-6_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R2_001.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale6,TRUE,TRUE
ecoli_00736,cck_pgi__pgi_ale6__2,CCK_pgi,cck_pgi,pgi_ale6,2,Douglas McCloskey,Douglas McCloskey,7/31/2014,Escherichia coli CCK_PGI.6.110.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140731_11_OxicEvo04pgiEvo06EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale6,TRUE,TRUE
ecoli_00737,cck_pgi__pgi_ale7__1,CCK_pgi,cck_pgi,pgi_ale7,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.7.97.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-7_S3_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale7,TRUE,TRUE
ecoli_00738,cck_pgi__pgi_ale7__2,CCK_pgi,cck_pgi,pgi_ale7,2,Douglas McCloskey,Douglas McCloskey,8/1/2014,Escherichia coli CCK_PGI.7.97.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140801_10_OxicEvo04pgiEvo07EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale7,TRUE,TRUE
ecoli_00739,cck_pgi__pgi_ale8__1,CCK_pgi,cck_pgi,pgi_ale8,1,Douglas McCloskey,Douglas McCloskey,,Escherichia coli CCK_PGI.8.110.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/evo04pgi-end-point-8_S4_L001_R1_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-8_S4_L001_R1_002.fastq.gz,s3://precise-db/raw_data/cck/evo04pgi-end-point-8_S4_L001_R2_001.fastq.gz;s3://precise-db/raw_data/cck/evo04pgi-end-point-8_S4_L001_R2_002.fastq.gz,,,,,1,,,,PAIRED,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale8,TRUE,TRUE
ecoli_00740,cck_pgi__pgi_ale8__2,CCK_pgi,cck_pgi,pgi_ale8,2,Douglas McCloskey,Douglas McCloskey,8/1/2014,Escherichia coli CCK_PGI.8.110.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140801_11_OxicEvo04pgiEvo08EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_pgi:pgi_ale8,TRUE,TRUE
ecoli_00741,cck_sdh__gmos_delsdhCB__1,CCK_sdhCB,cck_sdh,gmos_delsdhCB,1,Douglas McCloskey,Douglas McCloskey,7/16/2014,Escherichia coli GLU.4.403.1 del_sdhC del_sdhB,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140716_0_OxicEvo04sdhCBEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:gmos_delsdhCB,TRUE,TRUE
ecoli_00742,cck_sdh__gmos_delsdhCB__2,CCK_sdhCB,cck_sdh,gmos_delsdhCB,2,Douglas McCloskey,Douglas McCloskey,7/16/2014,Escherichia coli GLU.4.403.1 del_sdhC del_sdhB,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,,,,,2,s3://precise-db/raw_data/cck/140716_0_OxicEvo04sdhCBEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:gmos_delsdhCB,TRUE,TRUE
ecoli_00743,cck_sdh__sdh_ale1__1,CCK_sdhCB,cck_sdh,sdh_ale1,1,Douglas McCloskey,Douglas McCloskey,8/13/2014,Escherichia coli CCK_SDH.1.176.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140813_11_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale1,TRUE,TRUE
ecoli_00744,cck_sdh__sdh_ale1__2,CCK_sdhCB,cck_sdh,sdh_ale1,2,Douglas McCloskey,Douglas McCloskey,8/13/2014,Escherichia coli CCK_SDH.1.176.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140813_11_OxicEvo04sdhCBEvo01EPEcoliGlcM9_Broth-2_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale1,TRUE,TRUE
ecoli_00745,cck_sdh__sdh_ale2__1,CCK_sdhCB,cck_sdh,sdh_ale2,1,Douglas McCloskey,Douglas McCloskey,8/14/2014,Escherichia coli CCK_SDH.2.178.0,GMOS,M9,glucose(4),NH4Cl(1),O2,sauer trace element mixture,,37,7,,Batch,,Endpoint,Population,,,2,s3://precise-db/raw_data/cck/140814_11_OxicEvo04sdhCBEvo02EPEcoliGlcM9_Broth-1_R1_001.fastq.gz,,,,,,1,,,,SINGLE,ILLUMINA,TRUE,TRUE,TRUE,TRUE,cck_sdh:sdh_ale2,TRUE,FALSE
